HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
,3,3,4,7268,0,0,104.66,3
,4,4,5,7268,0,1,124.535,3
,5,5,5,7268,0,1,100.77,3
,7,7,5,7269,0,0,121.5418182,3
,8,8,5,7269,0,1,113.44,3
,3,3,4,7269,0,1,110.5533333,3
0.666666667,5,3,5,7269,0,1,105.312,3
,8,8,5,7269,0,1,109.3623529,3
,3,3,4,7269,0,1,70.63,3
,9,3,1,7269,0,1,104.7266667,3
0,0,0,3,7269,0,1,,3
,9,9,5,7269,0,1,118.5714286,3
,1,1,5,7270,0,1,102.1914286,3
1,2,2,5,7270,0,1,124.4514286,3
0,5,1,5,7270,0,1,111.5555556,3
,0,0,5,7270,0,1,96.50666667,3
0,6,2,3,7270,0,1,120.2228571,3
,3,3,5,7271,0,1,101.64,3
,5,-1,5,7271,0,1,106.65,3
0.25,3,1,3,7271,0,1,99.495,3
,0,0,5,7271,0,1,103.7266667,3
,5,5,5,7271,0,0,103.2366667,3
,6,6,5,7272,0,1,111.6475,3
,6,6,4,7272,0,1,109.1166667,3
,5,5,5,7272,0,0,83.91,3
,1,1,4,7272,0,1,103.7266667,3
,6,0,2,7272,0,1,106.65,3
,9,5,5,7272,0,1,104.9357143,3
,7,-1,5,7273,0,1,95.78,3
,3,3,5,7273,0,1,111.5555556,3
0,9,3,3,7273,0,1,101.7375,3
0,5,5,3,7273,0,1,110.8577778,3
0.666666667,5,1,1,7273,0,1,129.7969231,3
,6,6,3,7273,0,1,99.74,3
,0,0,5,7273,0,1,118.5714286,3
,19,-1,5,7273,0,0,54.14368,3
1,7,7,5,1819064,0,1,81.14315789,3
,4,4,5,1819064,0,1,100.6866667,3
,14,12,5,1819064,0,1,87.03333333,3
,5,5,5,1819064,0,1,83.94,3
,0,0,5,1819065,0,1,108.2666667,3
1,8,-4,5,1819065,0,0,104.128,3
,0,0,5,1819065,0,1,83.99333333,3
0.5,4,4,5,1819065,0,1,124.2327273,3
0.666666667,7,3,3,1819065,0,1,106.496,3
,0,0,5,1819065,0,1,92.095,3
,16,16,5,1819065,0,0,107.2875,3
1,11,11,5,1819065,0,0,106.0694737,3
,7,7,5,1819065,0,0,89.8,3
1,3,3,3,1819065,0,0,114.955,3
0.692307692,24,10,1,1819065,0,0,95.22105263,3
1,1,1,5,1819065,0,0,84.56727273,3
,3,3,5,1819065,0,0,113.54,3
,4,4,5,1819065,0,0,117.1975,3
,4,4,5,1819065,0,0,102.3866667,3
,11,11,5,1819065,0,0,116.0904348,3
0.5,14,8,5,1819065,0,0,113.4830769,3
,11,11,5,1819065,0,0,138.1010526,3
0.5,9,5,5,1819065,0,0,100.2933333,3
1,14,10,4,1819065,0,0,115.2166038,3
,5,5,2,1819065,0,0,123.0903704,3
,4,4,5,1819065,0,0,95.76,3
1,7,-3,5,1819065,0,0,120.3138462,3
,6,6,5,1819065,0,0,104.66,3
0,18,18,3,1819065,0,0,116.3922581,3
,7,7,5,1819065,0,0,125.2430769,3
,11,11,5,1819065,0,0,125.7114286,3
1,11,9,5,1819065,0,0,103.195,3
,5,1,4,1819065,0,0,99.48461538,3
,13,13,5,1819065,0,0,94.275,3
,12,10,5,1819065,0,0,117.135,3
0.927536232,2,2,5,1819065,0,0,126.7775,3
,3,3,5,1819065,0,0,107.0909091,3
0.8,14,8,5,1819065,0,0,100.31,3
,33,-11,1,1819065,0,0,102.97875,3
,15,15,5,1819065,0,0,64.4,3
1,14,10,1,1819065,0,0,115.37875,3
0.428571429,0,0,1,1819065,0,0,90.94545455,3
,9,1,3,1819065,0,0,116.7377778,3
1,10,10,5,1819065,0,0,107.2875,3
,0,0,3,1819065,0,0,119.32,3
,5,5,4,1819065,0,0,104.7,3
,4,4,5,1819065,0,0,122.3133333,3
,12,4,5,1819065,0,0,117.95,3
,3,-1,1,1819065,0,0,137.6666667,3
,3,1,4,1819065,0,0,98.07555556,3
,40,22,5,1819065,0,0,57.68888889,3
1,5,5,4,1819065,0,0,78.02,3
0.666666667,23,13,4,1819065,0,0,67.50574257,3
,4,4,5,1819065,0,0,121.0646154,3
1,0,0,5,1819065,0,0,102.3866667,3
,4,4,5,1819065,0,0,115.4866667,3
0.6,7,-1,3,1819065,0,0,123.3433333,3
,6,6,3,1819065,0,0,111.255,3
,12,10,4,1819065,0,0,108.0714286,3
1,8,6,1,1819065,0,0,98.52,3
,15,15,5,1819065,0,0,134.115,3
,9,9,4,1819065,0,0,109.11,3
0.5,16,16,5,1819065,0,0,105.4375,3
,3,3,5,1819065,0,0,103.195,3
,4,2,5,1819065,0,0,120.2228571,3
,1,1,5,1819065,0,0,106.895,3
0,5,5,1,1819065,0,0,106.5927273,3
1,11,11,5,1819065,0,0,112.53,3
0,9,-9,1,1819065,0,0,131.7866667,3
,6,6,5,1819065,0,0,142.86,3
,13,11,5,1819065,0,0,105.9809524,3
,36,8,5,1819065,0,0,79.593,3
,10,10,4,1819065,0,0,75.5075,3
,5,5,4,1819065,0,0,103.6774194,3
,9,9,5,1819065,0,0,131.14,3
,9,9,5,1819065,0,0,99.5575,3
0.5,13,9,5,1819065,0,0,100.1,3
,6,-6,2,1819065,0,0,109.8183333,3
,12,8,5,1819065,0,0,122.6177778,3
0.24137931,7,1,1,1819065,0,0,114.8034783,3
0.666666667,8,4,3,1819065,0,1,127.7033333,3
,7,7,5,1819065,0,1,105.0333333,3
0,0,0,5,1819066,0,1,131.16,3
,8,8,5,1819066,0,1,124.2327273,3
0,0,0,5,1819066,0,1,138.3644444,3
,11,9,5,1819066,0,1,104.9507692,3
,2,2,4,1819066,0,0,107.5688889,3
,16,16,5,1819066,0,0,109.5574194,3
,0,0,5,1819066,0,0,117.44,3
,0,0,4,1819066,0,0,90.62285714,3
,14,14,5,1819066,0,0,115.6385714,3
,6,-2,5,1819066,0,0,116.46,3
,7,7,5,1819066,0,0,100.3969231,3
0,1,1,2,1819066,0,0,99.5575,3
0.666666667,37,25,5,1819066,0,0,56.89090909,3
0,15,-3,1,1819066,0,0,105.24,3
,3,3,5,1819066,0,0,80.87,3
,14,10,3,1819066,0,0,116.3922581,3
,5,5,5,1819066,0,0,86.83333333,3
0.571428571,17,5,5,1819066,0,0,121.1028571,3
,5,5,5,1819066,0,0,97.50888889,3
,12,0,1,1819066,0,0,127.2266667,3
,10,10,5,1819066,0,0,110.7431579,3
0.5,15,15,5,1819066,0,0,120.2571429,3
0.5,24,10,4,1819066,0,0,132.8609524,3
,5,3,5,1819066,0,0,95.11111111,3
0,22,12,5,1819066,0,0,115.37875,3
,4,4,4,1819066,0,0,91.76666667,3
,10,10,5,1819066,0,0,117.4355556,3
,17,17,5,1819066,0,0,116.4333333,3
,7,5,5,1819066,0,0,107.6085714,3
,13,5,4,1819066,0,0,97.7075,3
,12,12,5,1819066,0,0,117.7409524,3
1,14,12,5,1819066,0,1,117.9828571,3
,3,-1,5,1819067,0,1,107.62,3
,3,3,5,1819067,0,1,96.70285714,3
0.5,15,-3,1,1819067,0,1,120.137561,3
,0,0,4,1819067,0,1,84.94,3
,10,10,5,1819067,0,0,110.595,3
,2,-2,5,1819067,0,0,105.62,3
,11,9,5,1819067,0,0,129.5009524,3
,29,21,5,1819067,0,0,107.6567442,3
,5,-1,1,1819067,0,0,107.59,3
,4,4,5,1819067,0,0,111.56,3
,6,0,5,1819067,0,0,121.9704348,3
,13,11,5,1819067,0,0,116.47,3
0,1,1,2,1819067,0,0,115.6028571,3
,8,4,1,1819067,0,0,103.5875,3
1,9,3,5,1819067,0,0,104.1833333,3
,13,7,5,1819067,0,0,133.2068966,3
0.888888889,15,11,1,1819067,0,0,119.4136842,3
,14,2,1,1819067,0,0,116.2328571,3
,4,4,5,1819067,0,0,89.9,3
,15,15,4,1819067,0,0,102.9,3
,4,4,5,1819067,0,0,124.096,3
,3,3,5,1819067,0,0,104.9777778,3
0,9,1,2,1819067,0,0,103.2575,3
,9,9,4,1819067,0,0,112.5048276,3
,2,2,5,1819067,0,0,99.01818182,3
1,6,6,5,1819067,0,0,125.195,3
1,7,1,4,1819067,0,0,91.4975,3
,7,7,5,1819067,0,0,104.1833333,3
,9,9,5,1819067,0,0,121.4468966,3
,15,9,1,1819067,0,0,124.6955102,3
,2,2,4,1819067,0,0,94.92285714,3
,1,1,5,1819067,0,0,107.56,3
1,23,15,4,1819067,0,0,115.4686957,3
0,16,14,5,1819067,0,0,114.95,3
,15,11,4,1819067,0,0,100.95,3
1,9,9,5,1819067,0,0,115.8988235,3
1,6,6,3,1819067,0,0,107.6273684,3
1,5,1,5,1819067,0,0,110.5,3
,9,7,5,1819067,0,0,107.6085714,3
1,11,11,4,1819067,0,0,120.4614286,3
,9,9,5,1819067,0,0,113.46,3
1,3,3,5,1819067,0,0,113.5,3
,6,6,5,1819067,0,0,100.0771429,3
,8,0,3,1819067,0,0,91.8275,3
1,7,1,5,1819067,0,0,136.295,3
,4,4,5,1819067,0,0,101.74,3
0,8,8,5,1819067,0,0,101.7230769,3
,14,12,5,1819067,0,0,118.0753846,3
0.8,4,4,5,1819067,0,0,105.13,3
,21,13,5,1819067,0,0,103.0933333,3
0.75,11,3,1,1819067,0,0,89.77459459,3
,6,2,5,1819067,0,0,90.33,3
,8,6,2,1819067,0,0,121.3466667,3
,5,5,5,1819067,0,0,101.2109091,3
,5,1,5,1819067,0,0,103.195,3
,14,14,5,1819067,0,0,104.225,3
,0,0,5,1819067,0,0,97.975,3
,5,5,5,1819067,0,0,110.58,3
,6,2,2,1819067,0,0,126.3062069,3
0.625,7,5,3,1819067,0,0,112.5729032,3
,10,0,5,1819067,0,0,101.7444444,3
,4,0,1,1819067,0,0,97.315,3
,3,-1,5,1819067,0,0,139.9533333,3
,3,3,2,1819067,0,0,108.2666667,3
,1,1,5,1819067,0,0,107.56,3
,3,3,5,1819067,0,0,109.6066667,3
1,14,14,5,1819067,0,0,98.30333333,3
,11,5,4,1819067,0,0,122.2114286,3
,4,0,4,1819067,0,0,125.8807843,3
,6,0,3,1819067,0,0,97.37777778,3
,5,5,3,1819067,0,0,104.4,3
,4,4,5,1819067,0,0,105.6173913,3
0,12,6,4,1819067,0,0,87.68615385,3
,8,6,5,1819067,0,1,89.97333333,3
,5,3,5,1819068,0,0,115.0915789,3
1,0,0,3,1819068,0,1,101.6571429,3
,17,13,2,1819068,0,1,116.7933333,3
,11,5,5,1819068,0,1,119.4214815,3
,1,1,3,1819069,0,1,86.875,3
,3,3,5,1819069,0,1,105.62,3
1,8,8,5,1819069,0,1,94.89,3
1,10,10,4,1819069,0,1,118.41,3
,10,10,5,1819069,0,0,100.3969231,3
,3,3,4,1819069,0,1,100.6866667,3
,4,4,5,1819069,0,1,105.62,3
0.5,11,3,5,1819069,0,1,102.7533333,3
,7,5,5,1819069,0,0,103.23,3
,11,7,5,1819069,0,0,116.2054545,3
1,5,5,5,1819069,0,0,113.4766667,3
,0,0,5,1819069,0,1,114.3428571,3
,13,13,5,1819069,0,0,106.6777778,3
0.5,6,4,2,1819069,0,1,107.5890909,3
,12,4,5,1819070,0,1,116.47,3
,3,3,2,1819070,0,1,101.7333333,3
,2,2,5,1819070,0,1,95.82909091,3
1,7,1,5,1819070,0,0,104.2342857,3
,3,3,5,1819070,0,0,115.6618182,3
0,4,-4,2,1819070,0,0,116.46,3
,3,3,3,1819070,0,0,112.6914286,3
,9,-1,5,1819070,0,0,101.74,3
,2,2,5,1819070,0,0,107.6533333,3
,14,12,5,1819070,0,0,104.1833333,3
,6,6,3,1819070,0,0,89.96857143,3
0.333333333,1,1,3,1819070,0,0,112.5577778,3
1,13,7,1,1819070,0,0,109.9184615,3
,6,6,5,1819070,0,0,97.19,3
,4,2,5,1819070,0,0,116.4333333,3
1,15,9,5,1819070,0,0,112.376,3
,10,10,4,1819070,0,0,92.75157895,3
,6,6,5,1819070,0,0,116.16,3
,0,0,2,1819070,0,0,100.6866667,3
,6,6,5,1819070,0,0,127.2666667,3
0.5,14,0,3,1819070,0,0,98.77210526,3
,8,4,5,1819070,0,0,112.0533333,3
1,4,-4,1,1819070,0,0,114.7516667,3
0.8,33,29,5,1819070,0,0,102.6666667,3
0.5,17,9,3,1819070,0,1,79.48275862,3
1,4,4,5,1819070,0,1,95.42142857,3
,3,3,5,1819070,0,1,95.75333333,3
,13,13,5,1819070,0,1,103.0434783,3
0,7,3,3,1819071,0,1,107.555,3
,1,-1,5,1819071,0,1,103.9018182,3
,4,4,4,1819071,0,1,118.41,3
1,8,6,4,1819072,0,1,116.6231579,3
0,0,0,5,-18100848,0,1,121.8742857,3
,0,0,5,-18100848,0,1,113.48,3
,3,3,5,-18100848,0,1,112.3010526,3
,17,13,5,-18100848,0,1,96.544,3
0,0,0,5,-18100848,0,1,96.50285714,3
,6,6,2,-18100848,0,1,118.1810526,3
,7,1,4,-18100847,0,1,106.6777778,3
0,14,8,5,-18100847,0,1,99.5575,3
1,8,2,4,-18100847,0,1,109.5886957,3
,10,6,5,-18100847,0,1,120.3588889,3
1,4,4,5,-18100847,0,1,103.6377778,3
,3,-3,5,-18100847,0,1,95.75333333,3
,5,5,5,-18100846,0,1,118.5714286,3
,8,8,4,-18100846,0,1,114.3428571,3
1,12,4,5,-18100846,0,1,114.704,3
0.5,8,4,4,-18100846,0,0,115.2423529,3
0.888888889,15,3,2,-18100846,0,1,121.635,3
,9,9,5,-18100846,0,1,71.08666667,3
0.842105263,0,0,1,-18100846,0,1,,3
,2,2,4,-18100846,0,1,126.6044444,3
,14,0,4,-18100845,0,1,116.4866667,3
0.6,12,2,1,-18100845,0,1,112.54,3
,6,6,5,-18100845,0,1,79.35,3
,2,2,3,-18100845,0,1,86.45636364,3
,5,3,3,-18100845,0,1,118.0369231,3
0.5,1,1,5,-18100845,0,1,122.8635294,3
,9,9,5,-18100845,0,0,120.3066667,3
1,3,3,4,-18100845,0,1,99.76,3
0.75,5,1,1,-18100845,0,1,116.46,3
,8,8,5,-18100845,0,1,99.25,3
0,9,3,1,-18100844,0,1,99.74,3
,7,1,3,-18100844,1,0,128.255,3
,19,1,2,-18100844,0,0,104.9663636,3
,18,18,5,-18100844,0,1,87.25818182,3
0.5,9,9,5,-18100844,1,0,92.52,3
,12,8,5,-18100844,0,0,103.8068966,3
,4,4,5,-18100844,0,1,130.0866667,3
,5,5,5,-18100844,0,1,113.52,3
,20,16,5,-18100843,0,1,112.03,3
,4,4,4,-18100843,0,1,101.64,3
0.5,1,1,2,-18100843,0,1,135.0533333,3
0,2,2,3,-18100842,0,1,118.8963636,3
,3,3,5,-18100842,0,1,93.37,3
,10,10,4,-18100842,0,1,101.2109091,3
,6,6,4,-18100841,0,1,107.52,3
,10,4,4,-18100841,0,1,108.5538462,3
,6,6,3,-18100841,0,1,107.63,3
,4,4,5,-18100841,0,1,104.1833333,3
,2,2,5,-18100840,0,1,110.1857143,3
0,3,-3,1,-18100839,0,1,121.6784615,3
,13,13,5,-18100839,0,1,104.9777778,3
,2,2,5,-18100839,0,1,128.4977778,3
,2,-2,5,-18100838,0,1,106.895,3
,8,8,5,-18100838,0,1,108.7058824,3
0,6,6,2,-18100838,0,1,125.2290909,3
,4,2,5,-18100838,0,1,116.4333333,3
1,36,12,5,-18100838,0,1,42.22675862,3
,4,4,5,-18100837,0,1,27.015,3
,4,4,5,-18100836,0,1,102.4422222,3
1,14,6,5,-18100836,0,1,104.3823529,3
,21,13,5,-18100836,0,1,107.028,3
1,10,6,2,-18100835,0,1,114.8141176,3
,13,13,5,-18100835,0,0,104.9357143,3
,3,3,4,-18100835,0,1,89.23111111,3
,4,2,5,-18100835,0,1,118.5714286,3
,5,5,5,-18100835,0,1,109.6066667,3
,5,5,5,-18100835,0,1,99.34352941,3
0.666666667,7,-3,5,-18100834,0,1,109.2966667,3
,5,5,4,-18100834,0,1,91.76666667,3
,7,7,5,-18100834,0,1,101.72,3
,7,7,5,-18100834,0,0,113.54,3
,10,4,4,-18100834,0,0,113.5165217,3
,9,9,5,-18100834,0,0,105.13,3
,1,-1,3,-18100834,0,0,108.2666667,3
,7,7,5,-18100834,0,0,105.62,3
,4,4,5,-18100834,0,0,109.075,3
1,3,1,5,-18100834,0,0,98.15846154,3
1,7,5,4,-18100834,0,0,106.4210526,3
1,2,2,5,-18100834,0,0,117.6457143,3
,21,17,5,-18100834,0,0,98.69142857,3
,12,10,5,-18100834,0,0,104.8631579,3
,7,7,5,-18100834,0,0,105.375,3
,11,3,1,-18100834,0,0,90.60333333,3
,3,3,5,-18100834,0,0,112.9033333,3
1,7,7,5,-18100834,0,0,100.0057143,3
,4,4,5,-18100834,0,0,104.7,3
0.666666667,20,18,5,-18100834,0,0,121.179375,3
,6,6,5,-18100834,0,1,83.72,3
,16,6,5,-18100834,0,1,106.19,3
,6,6,5,-18100834,0,1,107.5688889,3
,2,2,4,-18100833,0,1,130.415,3
,9,7,4,-18100833,0,1,101.2109091,3
,3,-1,5,-18100833,0,0,125.2611765,3
1,2,2,5,-18100833,0,1,121.8233333,3
1,0,0,5,-18100833,0,1,106.895,3
,2,2,5,-18100833,0,1,124.29,3
,0,0,5,-18100832,0,1,96.70285714,3
,2,2,5,-18100832,0,1,101.6571429,3
,5,5,5,-18100832,0,1,107.56,3
0,18,18,5,-18100832,0,1,109.11,3
1,10,10,5,-18100832,0,0,92.86,3
,5,5,5,-18100832,0,1,113.44,3
,11,11,5,-18100832,0,1,105.4583333,3
0,0,0,1,-18100832,0,1,113.4830769,3
,6,2,5,-18100832,0,1,113.44,3
,13,-7,2,-18100831,0,1,134.5542857,3
0.777777778,21,-1,4,-18100831,0,1,124.42,3
,8,8,5,-18100830,0,0,102.58,3
,11,11,4,-18100830,0,0,112.53,3
,5,5,5,-18100830,0,0,97.315,3
1,9,9,5,-18100830,0,0,134.1,3
,15,11,4,-18100830,0,0,92.95,3
1,17,3,5,-18100830,0,0,102.6411765,3
,7,7,5,-18100830,0,0,89.915,3
,3,3,5,-18100830,0,0,137.8628571,3
,7,7,5,-18100830,0,0,102.3866667,3
,15,15,4,-18100830,0,0,126.892973,3
,6,6,5,-18100830,0,0,81.95555556,3
,3,3,3,-18100830,0,0,125.27,3
,5,5,5,-18100830,0,0,105.7033333,3
,3,3,5,-18100830,0,0,98.98315789,3
,7,7,5,-18100830,0,0,95.87652174,3
,19,19,5,-18100830,0,0,109.2966667,3
,10,8,5,-18100830,0,0,101.9942857,3
0.666666667,16,14,5,-18100830,0,0,111.932973,3
,13,5,5,-18100830,0,1,100.4,3
,2,2,5,-18100830,0,1,95.68,3
,5,5,5,-18100829,0,1,110.1857143,3
,1,1,5,-18100829,0,1,113.44,3
,7,7,4,-18100829,0,1,106.895,3
,6,6,5,-18100829,0,0,107.56,3
,13,13,5,-18100828,0,1,121.4818605,3
,6,6,5,-18100828,0,1,101.675,3
,4,4,5,-18100828,0,1,105.6755556,3
,6,2,4,-18100828,0,1,104.4454545,3
,6,4,4,-18100828,0,1,93.13818182,3
,5,-1,5,-18100828,0,1,91.435,3
,2,2,5,-18100828,0,1,113.54,3
,13,5,4,-18100828,0,1,105.4583333,3
,6,0,4,-18100828,0,1,100.1,3
,4,4,4,-18100828,0,0,123.3433333,3
0,0,0,4,-18100827,0,1,101.7166667,3
0,5,5,4,-18100827,0,1,95.86,3
0.5,5,5,5,-18100827,0,1,139.0266667,3
,5,5,5,8254,0,1,105.0333333,3
0,0,0,5,8254,0,1,99.495,3
,7,3,5,8254,0,0,120.3138462,3
,8,6,4,8254,0,1,118.7247059,3
1,7,7,4,8254,0,1,103.4823529,3
,6,0,5,8255,0,1,131.7866667,3
,4,4,5,8255,0,1,101.68,3
,1,1,5,8255,0,1,111.99,3
,0,0,5,8255,0,1,114.3428571,3
,6,6,5,8255,0,1,118.5714286,3
,5,5,5,8255,0,1,126.1028571,3
,3,3,5,8255,0,1,89.79,3
,15,13,5,8255,0,1,106.9647059,3
,5,5,4,8255,0,1,106.65,3
,4,4,5,8256,0,1,123.3155556,3
,7,7,5,8256,0,1,120.3138462,3
,11,11,5,8256,0,1,103.6774194,3
,11,11,3,8256,0,1,84.06909091,3
,2,2,5,8256,0,1,103.07,3
,3,1,4,8256,0,1,116.475,3
,5,5,5,8256,0,1,106.8114286,3
0.5,10,-2,2,8256,0,1,105.312,3
0.5,5,5,2,8257,0,1,107.58,3
,8,8,4,8258,0,1,112.775,3
,16,16,5,8258,0,1,107.2875,3
,1,-1,5,8258,0,1,125.28,3
0.333333333,16,14,4,8258,0,0,109.2203509,3
,4,4,5,8259,0,1,61.835,3
,10,6,5,8259,0,1,95.135,3
,2,2,5,8259,0,1,95.82,3
,1,1,5,8259,0,1,114.3428571,3
,9,9,5,8259,0,1,113.9514286,3
,8,8,4,8259,0,1,101.015,3
0.5,7,-3,2,8260,0,1,125.3,3
,13,13,5,8260,0,1,111.5555556,3
0.333333333,1,-1,5,8260,0,1,121.3466667,3
,6,0,4,8260,0,1,100.3969231,3
,0,0,5,8260,0,1,119.42,3
,10,-4,1,8260,0,1,98.66375,3
,0,0,5,8260,0,1,103.5981818,3
,6,6,5,8261,0,1,82.55666667,3
,5,5,5,8261,0,1,135.0755556,3
,4,4,5,8261,0,1,97.315,3
,12,6,5,8261,0,1,116.0578723,3
,28,-8,5,8262,0,0,103.4811594,3
1,10,2,3,8262,0,1,106.5658824,3
,6,6,5,8262,0,1,95.82,3
,10,-2,5,8262,0,1,113.9514286,3
,0,0,4,-18100747,0,1,107.56,3
,14,14,5,-18100747,0,1,114.8444444,3
,7,7,5,-18100747,0,1,106.8114286,3
0,3,3,1,-18100747,0,1,105.4375,3
,5,5,5,-18100747,0,1,101.74,3
,4,4,5,-18100747,0,1,85.59666667,3
1,9,5,2,-18100747,0,1,137.06,3
,4,4,5,-18100746,0,1,89.98,3
,14,14,5,-18100746,0,1,106.2769231,3
0,6,2,5,-18100746,0,1,96.7,3
,11,7,5,-18100746,0,1,114.955,3
,12,2,2,-18100746,0,1,109.8214634,3
,0,0,5,-18100746,0,1,99.51636364,3
,14,10,5,-18100745,0,1,109.9905263,3
,3,-3,5,-18100745,0,1,89.76,3
,13,11,5,-18100745,0,1,101.7375,3
0,2,2,5,-18100745,0,1,110.28,3
,5,5,5,-18100745,0,1,106.895,3
,11,11,5,-18100744,0,1,123.26,3
,8,6,5,-18100744,0,1,150.4566667,3
,12,8,5,-18100744,0,1,61.34886598,3
0,3,3,4,-18100744,0,1,-7.846666667,3
,3,3,5,-18100744,0,1,110.5533333,3
0,0,0,3,-18100744,0,1,114.3428571,3
,3,-3,5,-18100744,0,1,107.6533333,3
0.5,7,7,3,-18100744,0,1,103.8428571,3
,3,3,5,-18100744,0,1,99.09777778,3
,5,5,2,-18100744,0,1,106.9647059,3
,10,6,5,-18100744,0,0,105.0333333,3
,4,4,5,-18100743,0,1,86.875,3
,2,2,5,-18100743,0,1,113.5,3
,7,7,5,-18100743,0,1,118.7247059,3
0.833333333,16,-4,3,-18100743,0,1,102.8592593,3
,12,6,5,-18100743,0,0,98.52,3
1,12,0,5,-18100743,0,0,103.3052632,3
,10,8,4,-18100742,0,1,101.762963,3
,2,2,5,-18100742,0,1,101.7166667,3
0,8,8,5,-18100742,0,1,105.375,3
,3,3,5,-18100742,0,1,114.3428571,3
1,5,5,5,-18100742,0,1,109.7818182,3
,5,5,4,-18100742,0,1,102.5828571,3
0.941176471,38,16,4,-18100742,0,0,57.50019048,3
1,10,8,3,-18100742,0,0,86.10727273,3
,8,8,5,-18100742,0,0,120.835,3
1,18,18,5,-18100742,0,0,120.7052174,3
0.666666667,7,5,4,-18100742,0,0,110.4634483,3
,8,8,5,-18100742,0,0,106.9336585,3
1,28,2,5,-18100742,0,0,102.924,3
,14,-2,2,-18100742,0,0,123.2109677,3
0.875,3,3,4,-18100742,0,0,98.62,3
,1,-1,1,-18100742,0,0,98.30333333,3
,7,5,5,-18100742,0,0,127.4218182,3
0,20,0,5,-18100742,0,0,126.1866667,3
,2,2,1,-18100742,0,0,92.9,3
0.666666667,7,-1,4,-18100742,0,0,110.8307692,3
,10,4,5,-18100742,0,0,109.3917647,3
,20,8,5,-18100742,0,0,106.605,3
,10,4,5,-18100742,0,0,101.6133333,3
,1,1,2,-18100742,0,0,79.78857143,3
,15,11,5,-18100742,0,0,109.5574194,3
0.666666667,4,2,2,-18100742,0,0,103.0492308,3
,5,5,5,-18100742,0,0,120.2228571,3
,2,2,5,-18100742,0,0,93.46352941,3
0,2,2,4,-18100742,0,0,98.78,3
0.5,6,6,4,-18100742,0,0,104.66,3
,8,4,5,-18100742,0,0,111.5555556,3
,19,5,3,-18100742,0,0,115.6196491,3
0,6,6,5,-18100742,0,0,111.4278571,3
1,11,9,5,-18100742,0,1,101.4637037,3
1,11,9,5,-18100742,0,0,127.745,3
,3,3,5,-18100742,0,0,88.27,3
,33,27,5,-18100742,0,0,95.912,3
1,7,-1,3,-18100742,0,0,104.5844444,3
1,7,7,2,-18100742,0,0,101.7375,3
0.107142857,8,0,4,-18100742,0,0,124.7309091,3
,11,3,5,-18100742,0,0,110.1142857,3
0.666666667,16,-10,1,-18100742,0,0,96.544,3
0,13,11,4,-18100742,0,0,97.54285714,3
,17,7,3,-18100742,0,0,94.25058824,3
1,15,1,4,-18100742,0,0,107.1457143,3
,0,0,4,-18100742,0,0,98.52,3
,13,13,5,-18100742,0,0,115.9988889,3
0,4,0,1,-18100742,0,0,93.18363636,3
,4,4,5,-18100742,0,0,102.3866667,3
,3,-1,5,-18100742,0,0,111.4670968,3
,3,3,5,-18100742,0,0,111.76,3
0,0,0,5,-18100742,0,0,71.9,3
0,12,8,2,-18100742,0,0,100.1128571,3
0.5,21,-3,3,-18100742,0,0,105.1971014,3
,6,-2,5,-18100742,0,0,105.6041379,3
0.75,12,12,5,-18100742,0,0,55.69169811,3
,8,8,5,-18100742,0,0,99.80571429,3
1,8,-2,4,-18100742,0,0,126.5077551,3
0.75,6,4,4,-18100742,0,0,108.8336842,3
,4,-4,3,-18100742,0,0,95.83666667,3
0,17,11,5,-18100742,0,0,111.4973913,3
0,3,3,1,-18100742,0,0,114.5814286,3
,5,5,5,-18100742,0,0,97.82666667,3
,10,2,4,-18100742,0,0,120.8595122,3
,16,8,4,-18100742,0,0,93.60461538,3
0.75,8,-2,2,-18100742,0,0,95.88,3
1,4,4,3,-18100742,0,0,101.675,3
,6,6,5,-18100742,0,0,111.56,3
,12,12,5,-18100742,0,0,133.4,3
,5,5,3,-18100742,0,0,107.0909091,3
0.714285714,12,2,2,-18100742,0,0,121.5814634,3
0,11,3,2,-18100742,0,0,85.06545455,3
,15,15,5,-18100742,0,0,115.755,3
,7,5,5,-18100742,0,0,107.64875,3
,10,4,5,-18100742,0,0,95.84857143,3
,6,4,2,-18100742,0,0,95.75333333,3
,4,4,1,-18100742,0,0,127.8257143,3
,3,3,5,-18100742,0,0,113.44,3
,8,8,5,-18100742,0,0,100.6866667,3
,4,4,5,-18100742,0,0,95.84307692,3
,2,0,1,-18100742,0,0,131.7866667,3
1,14,-6,2,-18100742,0,0,97.96285714,3
,12,8,5,-18100742,0,0,87.85428571,3
1,14,10,5,-18100742,0,0,108.452973,3
,2,2,3,-18100742,0,0,75.07333333,3
,4,4,5,-18100742,0,0,102.3866667,3
,7,7,4,-18100742,0,0,100.6866667,3
,9,9,5,-18100742,0,0,93.94333333,3
,17,13,5,-18100742,0,0,111.1035294,3
1,13,13,4,-18100742,0,0,101.7642857,3
0.5,23,23,4,-18100742,0,0,113.05,3
,12,8,5,-18100742,0,0,99.1752381,3
1,7,7,5,-18100742,0,0,100.4695652,3
,6,2,4,-18100742,0,0,101.6888889,3
,2,-2,4,-18100742,0,0,128.22,3
1,2,-2,5,-18100742,0,0,122.5031579,3
0.6,6,6,5,-18100742,0,0,111.255,3
,16,16,3,-18100742,0,0,111.192,3
